,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
21983019,Castel Volturno massacre,civilian attack,6695,17751,11,20,"7 killed, 1 injured",Baia  Verde|a  suburb  of  the  Castel  Volturno municipality  in  the  province  of  Caserta,2008.0,False
21988406,Siege of Musa Qala,military conflict,36835,32611,44,125,"7 killed (UK), <br/>7 Injured (Denmark)",Helmand  Q173821,2006.0,False
21989470,1892 Coeur d'Alene labor strike,civil conflict,17270,2277,17,61,'''Deaths''': 3<br />'''Injuries''': 17<br />'''Arrests''': 600,Coeur  d Alene|Idaho|United  States U S,1892.0,False
21990932,Defense of Hengyang,military conflict,28328,25517,4,104,"4,700 KIA <br/>2,900 non-combat deaths <br/>9,400 captured (including 8,000 injured) <br/>",Hengyang|Hunan  province,1944.0,False
22002152,Lawyers' Movement,civil conflict,46687,35814,63,169,,Nationwide|throughout  Pakistan,2009.0,False
22003156,Battle of Vilnius (1655),military conflict,8485,4715,13,45,"2,000",Vilnius  Q216,1655.0,False
22017800,Simba rebellion,military conflict,25689,61275,19,84,,Democratic  Republic  of  the  Congo  Q974,1964.0,False
22034327,Federalist Riograndense Revolution,military conflict,19600,11289,2,111,,Southern  Brazil  Q1060042,1895.0,False
22034707,Battle of Cerrito,military conflict,7235,2483,4,43,90 deaths<br>40 prisoners<br>1 artillery,Montevideo  Q1335,1812.0,False
22035737,Siege of Groenlo (1606),military conflict,2988,6722,0,24,,Groenlo  Q72991,1606.0,False
22036025,Siege of Groenlo (1595),military conflict,7630,4656,1,58,,Groenlo  Q72991,1595.0,False
22036414,Siege of Groenlo (1597),military conflict,4056,4899,3,31,,Groenlo  Q72991,1597.0,False
22036731,Siege of Groenlo (1672),military conflict,3374,4586,0,34,,Groenlo  Q72991,1672.0,False
22036859,Battle of Finnsburg,military conflict,27559,20003,36,93,Heavy losses in [[#Phase One: The siege battle|both]] [[#Phase Two: The Frisian slaughter|phases]],Frisia  Q4492881,450.0,False
22049169,Battle of Kachhi,military conflict,3307,2986,4,38,unknown,North- East  region  Bolan  District Kachhi of  Balochistan  Pakistan Balochistan Pakistan,1729.0,False
22050849,Siege of Deventer (1591),military conflict,5506,4637,4,41,200,Deventer  Q10001,1591.0,False
22074679,Battle of Sakainehara,military conflict,1138,1272,0,17,Unknown,Shimōsa  Province  Q1053695,1478.0,False
22078215,Operation Bringing Home the Goods,military conflict,24684,18856,25,108,None,Jericho  Q5687,2006.0,False
22082481,Operation Xcellerator,military conflict,1948,10725,2,24,,California  Q99,2009.0,False
22093173,2009 shootings of Oakland police officers,civilian attack,37461,163131,44,117,5 (including the perpetrator),Oakland  Q17042,2009.0,False
22095212,Ruapekapeka,military conflict,21143,15774,25,71,,convert 14 km mi southeast  of  Kawakawa|New  Zealand Kawakawa,,False
22106177,Lennoxville massacre,civilian attack,21332,88521,5,44,Five,Lennoxville|Sherbrooke|Quebec,1985.0,False
22110367,Raid on Boulogne,military conflict,13569,11632,19,54,,Boulogne- sur- Mer  Q81997,1804.0,False
22112656,Battle of Estercuel,military conflict,5930,3496,6,40,33 men,Tudela  Q244747,975.0,False
22119302,Battle of Pequereque,military conflict,7230,1852,15,44,3 dead<br>10 wounded,Pequereque|Bolivia,1813.0,False
22121079,Action of Tambo Nuevo,military conflict,6913,2250,9,38,None,Bolivia  Q750,1813.0,False
22157400,Battle of Salt River Canyon,military conflict,3739,19737,4,37,1 killed,Salt  River  Q1341271,1872.0,False
22159738,2009 Jamrud mosque bombing,civilian attack,8640,6226,9,39,48–70,Jamrud  Q142571,2009.0,False
22182221,Battle of Rijmenam (1578),military conflict,8323,6986,8,47,400+ dead or wounded,Rijmenam  Q633089,1578.0,False
22185195,Operation Mallard,military conflict,18169,19513,27,109,,Normandy  Q18677875,1944.0,False
22186908,Battle of Gallipoli (1312),military conflict,5158,30467,0,22,"heavy, few survivors",Gallipoli  Q192860,1313.0,False
22188937,Peasants' revolt in Palestine,military conflict,64685,20052,71,269,Several thousand,Palestine  Q23792,1834.0,False
22194656,Wilson–Kautz Raid,military conflict,8350,3086,0,67,"1,500 and 12 guns",Brunswick  County  Q494180,1864.0,False
22195562,Carthage nursing home shooting,civilian attack,13177,47302,15,64,+8,Carthage  Q1993002,2009.0,False
22197563,Army of the Danube,"military unit, military conflict, military conflict, military conflict, military conflict, military conflict",43469,12068,48,219,,Ostrach  Q632770,,False
22203399,2009 Lahore police academy attacks,civilian attack,15963,31094,23,60,"One civilian, five police trainees, two instructors, eight militants",Lahore  Q11739,2009.0,False
22203662,Białystok pogrom,civilian attack,13837,21263,21,59,+88,Białystok  Q761,1906.0,False
22210554,Salad Bowl strike,civil conflict,24046,47336,52,65,'''Deaths''': <br />'''Injuries''': <br />'''Arrests''':,,1971.0,False
22212207,Slachter's Nek Rebellion,military conflict,7622,18984,3,23,5 executed,Cape  Colony  Q370736,1815.0,False
22225546,Battle of Warsaw (1705),military conflict,41597,20737,13,183,"144 killed,<br>148 wounded {{sfn|Phillips|1705|p|=|298}}",Wola  Q1020136,1705.0,False
22252618,Battle of Leuven (1831),military conflict,3175,6312,1,22,,Leuven  Q118958,1831.0,False
22252633,Battle of Hasselt,military conflict,2655,4561,1,23,,Hasselt  Q58780,1831.0,False
22264480,Operation Birmingham,military conflict,4503,10452,2,33,{{flagicon|United States}} 45 casualties,Tây  Ninh  Q36608,1966.0,False
22265468,Battle of Münchengrätz,military conflict,4168,7400,0,30,46 killed<br>279 wounded<br>16 captured<br>'''Total''' 341,Mnichovo  Hradiště  Q1017769,1866.0,False
22269413,Siege of Berwick (1318),military conflict,3483,950,2,32,Unknown,Berwick- upon- Tweed  Q504678,1318.0,False
22269490,Battle of Connor,military conflict,5817,14045,6,34,unknown,Kells  Q1651125,1315.0,False
22278237,2009 shooting of Pittsburgh police officers,civilian attack,33481,82350,44,114,3,Pittsburgh  Q1342,2009.0,False
22282934,Marshalls–Gilberts raids,military conflict,8371,28400,1,67,"1 cruiser damaged,<br/>14 aircraft destroyed",Gilbert  Islands  Q271876|Marshall  Islands  Q709,1942.0,False
22285265,Battle of Kaymakchalan,military conflict,5426,23407,7,25,"4,643 killed of which 3/4 belonging to the Drina Division",Kaimaktsalan  Q1288074,1916.0,False
22287062,2009 Chakwal mosque bombing,civilian attack,2543,3594,1,23,+30,Chakwal  Q1251473,2009.0,False
22287903,Battle of Mercredesburne,military conflict,11157,8529,20,38,Unknown,Kingdom  of  Sussex  Q676184,485.0,False
22288080,Binghamton shootings,civilian attack,34011,272193,57,110,14 (including the perpetrator),Binghamton  Q213814,2009.0,False
22291509,Aster Revolution,military conflict,6751,39040,2,54,,Hungary,1918.0,False
22302362,Australian frontier wars,military conflict,58455,280269,30,212,"Minimum 2,000–2,500 dead {{Sfnp|Grey|2008|p|=|39}}",Australia  Q408,2006.0,False
22302894,2009 Assam bombings,civilian attack,3407,5263,3,21,+9,Assam  Q1164,2009.0,False
22303297,2009 Baghdad bombings,civilian attack,2837,962,2,14,34,Various|Baghdad|Iraq,2009.0,False
22303374,Singeing the King of Spain's Beard,military conflict,16236,66163,24,111,"100 ships destroyed, captured or sunk",Bay  of  Cádiz  Q662059|Algarve  Q26831|Lisbon  Q597|Azores  Q25263,1587.0,False
22303594,Capture of Cádiz,military conflict,17098,16413,17,89,32 ships scuttled or sunk,Bay  of  Cádiz  Q662059,1596.0,False
22310467,Battle of San Juan (1595),military conflict,4281,36830,3,38,"1 frigate burnt,<br>40 killed",Castillo  San  Felipe  del  Morro  Q550502,1595.0,False
22310656,Battle of Blaye,military conflict,8955,7400,13,66,2 galleons sunk (''[[Flagship]]'' destroyed) <br>Several ships damaged and 6 English [[merchant vessel]]s captured,Gironde  estuary  Q213517,1593.0,False
22311187,Raid on Mount's Bay,military conflict,11368,4982,15,63,None,Mount s  Bay  Q4618125,1595.0,False
22315193,2009 Landshut shooting,civilian attack,1807,2469,2,18,2 (including the perpetrator),Landshut  Q3974,2009.0,False
22315801,April 2009 Moldovan parliamentary election protests,civilian attack,61169,32384,122,189,+4,Chișinău  Q21197,2009.0,False
22322680,Battle of Tarqui,military conflict,7337,12233,0,27,360 dead and wounded; 600 desertions,Portete  de  Tarqui|near  Cuenca|Ecuador,1829.0,False
22349818,Battle of Mount Gindarus,military conflict,7077,20715,4,35,Minimal,Jandairis  Q950797,,False
22351788,Maersk Alabama hijacking,military conflict,28520,1362907,44,115,None,convert 240 nmi lk in off  the  coast  of  Somalia,2009.0,False
22353469,Insurgency in the North Caucasus,military conflict,33562,475181,48,198,"1,079–1,110 killed and 2,282–2,646 wounded",Russia  Q159,2017.0,False
22357243,Siege of Akhoulgo,military conflict,13033,8237,8,35,"Heavy
900 prisoners mostly women,children and old men",Akhulgo|Dagestan,1839.0,False
22360022,OAED Vocational College shooting,civilian attack,8056,8887,11,27,1 (the perpetrator),Agios  Ioannis  Rentis  Q614441,2009.0,False
22362609,Bethel Regional High School shooting,"civilian attack, criminal",10163,115308,10,50,2,Bethel  Q80022,1997.0,False
22367112,Operation Houndsworth,military conflict,9312,16307,14,60,10 Killed<br />8 Wounded,Burgundy  Q1173,1944.0,False
22367443,Battle of Cervera,military conflict,15463,9374,19,91,heavy,Burgos  Province  Q55271,1000.0,False
22368641,Run for Tunis,military conflict,22486,51832,34,86,,Tunisia  Q948,1942.0,False
22381657,Massacre of St George's Fields,civil conflict,9411,16287,5,57,6 or 7 killed <br> 15 wounded,St  George s  Fields|Southwark in  South  London,1768.0,False
22392889,Siege of Kiev (1240),military conflict,4438,57154,5,40,Unknown; not very heavy,Kiev  Q1899,1240.0,False
22396237,Battle of Ali Masjid,military conflict,16063,23059,18,85,"16 killed, <br/>34 wounded",Western  end  of  the  Khyber  Pass|Afghanistan,1878.0,False
22399408,Siege of Breda (1637),military conflict,8911,13354,12,55,"850 dead<br> 1,300 wounded",Breda  Q40844,1637.0,False
22413822,Night action at the Battle of Jutland,military conflict,45831,10224,42,101,"6,094 killed<br/>510 wounded<br/>177 captured <br/><br/>3 battlecruisers <br/>3 armoured cruisers <br/>8 destroyers <br/>(113,300 tons sunk)",North  Sea  Q1693,1916.0,False
22425733,Battle of Callantsoog,military conflict,17733,10443,19,72,137 dead<br>950 wounded,Callantsoog  Q991661,1799.0,False
22428362,Fort Bowyer,"historic site, military conflict, military conflict",26048,33220,58,86,,,,False
22434912,Red Flag riots,civilian attack,9854,3592,4,37,1 police horse,Brisbane  Q34932,1919.0,False
22443722,Third Encirclement Campaign against the Shaanxi-Gansu Soviet,military conflict,13685,1433,0,85,"9,000+",Shaanxi  Q47974,1935.0,False
22448544,Operation Hannover,military conflict,4297,7329,5,27,"2,200",near  Vyazma,1942.0,False
22449461,Argentine Revolution of 1905,military conflict,9485,11746,0,49,,Buenos  Aires  Q44754,1905.0,False
22451246,Paklenik massacre,civilian attack,2926,3150,4,25,+50,Rogatica  Q180791,1992.0,False
22462934,Montenotte Campaign,military conflict,24684,18148,38,129,,Liguria  Q1256,1796.0,False
22464926,Battle of Big Dry Wash,military conflict,8191,22948,8,47,20 killed,Coconino  County  Q58684,1882.0,False
22467871,First expedition to Palembang,military conflict,1137,2592,0,10,,Palembang  Q8131,1819.0,False
22467892,Second expedition to Palembang,military conflict,1392,2478,0,12,,Palembang  Q8131,1821.0,False
22474977,Battle of Los Yébenes,military conflict,19438,12609,29,54,89 dead or captured,Los  Yébenes  Q1631881,1809.0,False
22478655,Roquebert's expedition to the Caribbean,"military conflict, military conflict",28180,3724,24,112,"21 killed, 18 wounded",East  of  Antigua|coord 17 18 N 57 00 W,1809.0,False
22481653,Second Battle of the Odon,military conflict,56321,27862,0,155,"3,000–3,500",Normandy  Q15878,1944.0,False
22482287,Battle of the Cilician Gates,military conflict,5272,21726,4,34,unknown,Cilician  Gates  Q128884,,False
22486738,Silla–Tang War,military conflict,10071,34314,8,67,,Northern  Korean  Peninsula and  waters  off  western  coast  of  Korean  Peninsula,676.0,False
22498502,Third Battle of San Juan (1898),military conflict,7851,6266,8,45,1 blockade runner destroyed<br />5 wounded,San  Juan  Q41211,1898.0,False
22507607,Blue House raid,"military conflict, Korean name",16928,345218,11,101,"'''Total casualties:'''<br /> {{flagdeco|South Korea|1949}} 26 killed, 66 wounded (including civilians)<br> {{flagdeco|United States|1960}} 4 killed",Blue  House  Q494577,1968.0,False
22507786,Sjeverin massacre,civilian attack,13492,10081,10,50,+16,Near  Višegrad|Bosnia  and  Herzegovina,1992.0,False
22514312,Battle of Wilton,military conflict,6631,3804,25,37,,Wilton  Q1018668,1143.0,False
22515681,Siege of Prague,military conflict,3332,14529,2,34,,Prague  Q1085,1757.0,False
22529006,Second Battle of San Juan (1898),military conflict,3464,5434,0,22,1 destroyer heavily damaged<br/> 2 killed<br/> 5 wounded,San  Juan  Q41211,1898.0,False
22534825,Islands Voyage,military conflict,8111,18009,13,58,High,Plymouth  Q43382,1597.0,False
22538294,23 April 2009 Iraqi suicide attacks,civilian attack,8441,11263,8,31,76,Baghdad  Q1530,2009.0,False
22546986,Battle of Bornholm (1535),military conflict,4699,2215,0,52,unknown,Bornholm  Q769680,1535.0,False
22548956,Battle of Rheinberg,military conflict,2016,7213,1,21,,Rheinberg  Q16086,1758.0,False
22549371,Siege of Herat (652),military conflict,2640,4345,2,31,,Herat  Q45313,652.0,False
22549466,Trusina killings,civilian attack,5128,8034,9,22,22,Trusina  Q3181790,1993.0,False
22549534,Battle of Rasil,military conflict,6163,18576,8,59,Unknown,Indus  River  Q7348,644.0,False
22549693,Battle of Jalula,military conflict,10234,20841,3,78,Heavy,Jalawla  Q3160754,637.0,False
22549789,Battle of Oxus River,military conflict,4492,13056,3,47,Unknown but heavy,Amu  Darya  Q8493,651.0,False
22553880,Consolidation of the Iranian Revolution,military conflict,47010,47694,74,215,+10000,Iran  Q794,1983.0,False
22554971,Battle of Yehuling,military conflict,11397,62806,3,77,Heavy,Zhangjiakou  Q58650,1211.0,False
22555505,Mathira massacre,civilian attack,4136,2034,4,24,At least 29,Karatina  Q6368789,,False
22555547,Mongol conquest of the Song dynasty,military conflict,46551,227147,59,169,Very heavy,South  China  Q1038564,1235.0,False
22559465,Sovići and Doljani massacres,civilian attack,4068,3199,2,22,?,Doljani  and  Sovići|Bosnia  and  Herzegovina,1993.0,False
22573476,Bombing of Wiener Neustadt in World War II,military conflict,9722,12231,16,60,,Austria  Q40,1945.0,False
22576080,Invasion of Guadeloupe (1810),military conflict,18789,15660,20,102,"52 killed, 250 wounded, seven missing",Guadeloupe  Q17012,1810.0,False
22578503,Battle of Kruševac,military conflict,2903,9655,3,36,relatively low,Kruševac  Q201442,1454.0,False
22580837,2004 Iraq KBR convoy ambush,military conflict,11175,76921,10,42,5 contractors killed<br />3 soldiers killed<br />1 contractor missing<br />16 civilians and soldiers wounded,Baghdad  Q1530,2004.0,False
22583220,Lipka rebellion,military conflict,15207,870,18,77,,Podolia  Q191607,1672.0,False
22583789,Battle of Aguioncha,military conflict,4391,1768,5,31,,River  Salas|Galicia,967.0,False
22608854,Anglo-Russian invasion of Holland,military conflict,49208,64126,59,185,"7,000 killed and wounded<br>25 ships lost",North  Holland  Q701,1799.0,False
22611325,Battle of Chinsurah,military conflict,9278,46318,1,49,,Chinsurah  Q1006256,1759.0,False
22617891,Byzantine conquest of Bulgaria,military conflict,18997,36069,18,125,,First  Bulgarian  Empire  Q203817,1018.0,False
22619466,Adriatic Campaign of World War II,military conflict,34538,56487,27,218,,Adriatic  Sea  Q13924,1945.0,False
22620252,Syrmian Front,military conflict,9944,49475,8,85,"{{flagicon image|Yugoslav Partisans flag (1942-1945).svg}} 13,500+ killed <br><small>(including [[File:Flag of Italy.svg|12px|border|Italian partisans]] 163 killed)</small><br/> {{flagicon|Soviet Union|1936}} 1,100 killed<br/> {{flagicon|Bulgaria|1944}} 630 killed",Syrmia  Q1309492,1945.0,False
22620358,U-boat Campaign (World War I),military conflict,62309,305405,59,194,"5,000 merchant ships sunk <br />15,000 merchant sailors killed<br />104 warships sunk <br />42 warships damaged<br />61 Q-ships sunk",Atlantic  Ocean|North  Sea|Mediterranean  Sea|Black  Sea,1918.0,False
22621161,Edmonton aircraft bombing,civilian attack,3268,6555,8,23,+1,Edmonton  Q2096,1965.0,False
22623199,Battle of Cutanda,military conflict,2281,7231,0,20,,Cutanda  Q3573110,1120.0,False
22625066,Battle of Valdevez,military conflict,9238,14258,7,69,,Arcos  de  Valdevez  Q490302,1141.0,False
22626430,Azerbaijan State Oil Academy shooting,"civilian attack, mass murderer",36211,33496,55,122,13 (including the perpetrator),Azerbaijan  State  Oil  and  Industrial  University  Q724207,2009.0,False
22628627,Viale Lazio massacre,civilian attack,10485,22037,13,57,Five killed,Office  in  the  Viale  Lazio  in  Palermo|Sicily,1969.0,False
22631166,2009 attack on the Dutch royal family,civilian attack,22061,58581,37,61,8 (including the attacker),Apeldoorn  Q101918,2009.0,False
22631922,Battle of Ardahan,military conflict,8761,16416,4,59,,Ardahan  Q202188,1915.0,False
22633907,Action of 24 October 1798,military conflict,12504,5202,13,64,1 wounded,North  Sea  Q1693,1798.0,False
